app_name,app_support_group,app_environment,app_install_status,app_vops_flag,app_beat_id,app_change_group,app_approval_group,app_ci_owner_group,app_operational_status,app_class,app_criticality,app_gxp_relevant,app_ics_gisc_relevant,app_location,app_number,app_owned_by,app_service_variant_id,app_service_offering,app_service_class,app_availability_group,app_sys_id,app_updated_on,rel1_type,server_name,server_support_group,server_install_status,server_vops_flag,server_most_recent_discovery,server_discovery_source,server_change_group,server_approval_group,server_ci_owner_group,server_environment,server_operational_status,server_os,server_os_version,server_model_id,server_availability_group,server_class,server_cloud_instance_id,server_cloud_instance_account,server_cpu_count,server_cpu_type,server_criticality,server_disk_space,server_criticality,server_gxp_relevant,server_ics_gisc_relevant,server_location,server_number,server_os_service_pack,server_ram,server_serial_number,server_service_class,server_service_variant_id,server_tanium_custom_tags,server_zone_type,server_service_offering,server_ip_address,server_description,server_fqdn,server_hosting_zone,server_is_virtual,server_patch_window,server_sys_id,server_updated_on,vm_name,vm_support_group,vm_environment,vm_install_status,vm_state,vm_most_recent_discovery,vm_discovery_source,vm_approval_group,vm_change_group,vm_ci_owner_group,vm_operational_status,vm_criticality,vm_disks_size,vm_disks,vm_gxp_relevant,vm_ics_gisc_relevant,vm_cpu_count,vm_mac_address,vm_ram,vm_model_id,vm_serial_number,vm_zone_type,vm_instance_id,vm_vcenter_reference,vm_subscription,vm_vops_flag,vm_sys_id,vm_updated_on
JANUS_DEV,IT_AO_PH_RES_RnD-Enablement_Ops,Development,Installed,Not VOPs enabled,BEAT04017411,null,IT_AO_PH_RES_RnD-Enablement_Ops,IT_AO_PH_RES_RnD-Enablement_Ops,Non-Operational,Mapped Application Service,Supportive,Not relevant,Not relevant,null,BYRSI12779840,4477a95afd310a940c9015f4858ecd5f7e588c4f,Application Operations Bronze TCS,Application Operations Bronze TCS,Bronze,A_PH_Research,12bdd7b38761e110fc17cb790cbb35a4,2026-02-24T19:52:06.000+00:00,Depends on::Used by,by0s2z,IT_INFRA_CLS_UNIFIED-L1_OPS,Installed,Not VOPs enabled,2026-03-07T06:29:19.000+00:00,SG-TaniumSN,null,IT_AO_ITSM_SA20-ChangeManagement-TLSME_Approver,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Operational,Windows Server 2016 Standard,10.0.14393,"VMware VMware7,1",Classical Compute (Compute & Storage),Windows Server,Endpoint does not appear to host a local metadata service,Endpoint does not appear to host a local metadata service,2,GenuineIntel,Important,1847,Important,Not relevant,Not relevant,DE/AVS,BYRCMO010118262,No Service Pack found,65536,VMware-42 1e 90 67 5f e0 f1 bd-c5 e0 11 92 d1 84 cc f6,null,Managed virtual OS SA2 DR1,no data,Enterprise,Managed virtual OS SA2 DR1,10.30.141.47,W2K16 System TrackWise 9 DAQS/AIDA Appl. Test,BY0S2Z.bayer.cnb,Private Cloud AVS,TRUE,Patch-WK1_Prod_Batch-2_Sat,3c638321dbdeff40f72c4925059619ff,2026-03-07T07:27:12.000+00:00,BY0S2Z,IT_INFRA_CLS_UNIFIED-L1_OPS,Production,Installed,On,2026-03-07T01:01:50.000+00:00,ServiceNow,IT_INFRA_CLS_UNIFIED-L1_OPS,null,IT_INFRA_CLS_UNIFIED-L1_OPS,Operational,Important,1589,3,Not relevant,Not relevant,4,null,65536,null,null,Enterprise,null,,,Not VOPs enabled,b16168f3c3dae1181a579eb4e4013102,2026-03-07T01:04:57.000+00:00
JANUS_DEV,IT_AO_PH_RES_RnD-Enablement_Ops,Development,Installed,Not VOPs enabled,BEAT04017411,null,IT_AO_PH_RES_RnD-Enablement_Ops,IT_AO_PH_RES_RnD-Enablement_Ops,Non-Operational,Mapped Application Service,Supportive,Not relevant,Not relevant,null,BYRSI12779840,4477a95afd310a940c9015f4858ecd5f7e588c4f,Application Operations Bronze TCS,Application Operations Bronze TCS,Bronze,A_PH_Research,12bdd7b38761e110fc17cb790cbb35a4,2026-02-24T19:52:06.000+00:00,Depends on::Used by,by0w5g,IT_INFRA_CLS_UNIFIED-L1_OPS,Installed,Not VOPs enabled,2026-03-07T05:49:44.000+00:00,SG-TaniumSN,null,IT_AO_ITSM_SA20-ChangeManagement-TLSME_Approver,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Operational,Windows Server 2016 Standard,10.0.14393,"VMware VMware7,1",Classical Compute (Compute & Storage),Windows Server,Endpoint does not appear to host a local metadata service,Endpoint does not appear to host a local metadata service,4,GenuineIntel,Supportive,448,Supportive,Not relevant,Not relevant,DE/AVS,BYRCMO010409313,No Service Pack found,40960,VMware-42 1e 98 13 0f d6 17 63-c4 a1 36 13 01 a8 a5 62,null,Managed virtual OS SA2 DR1,no data,Enterprise,Managed virtual OS SA2 DR1,10.30.141.46,8a3eb3d86941bffd0169903a9fcb37a2,BY0W5G.bayer.cnb,Private Cloud AVS,TRUE,Patch-WK3_NonProd_Batch-2_Wed,d1238f6ddb9eff40f72c4925059619bb,2026-03-07T07:28:30.000+00:00,BY0W5G,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Installed,On,2026-03-07T01:02:59.000+00:00,ServiceNow,IT_INFRA_CLS_UNIFIED-L1_OPS,null,IT_INFRA_CLS_UNIFIED-L1_OPS,Operational,Supportive,250,2,Not relevant,Not relevant,8,null,40960,null,null,Enterprise,null,,,Not VOPs enabled,53f164f787daad18850232e83cbb35fb,2026-03-07T01:03:33.000+00:00
SAP Solution Manager (OJ2) - Dev - (JJ1),IT_AO_SAP_Platform_Services_CoreBASIS_Ops,Development,Installed,Not VOPs enabled,BEAT04010051,null,IT_AO_SAP_Platform_Services_CoreBASIS_Ops,IT_AO_SAP_Platform_Services_CoreBASIS_Ops,Non-Operational,Mapped Application Service,Supportive,null,null,DE/xxx_LEV,SDC4ASNSVC0001835,4b245248212addf5a990173dcd7316d92a642b88,ERP Basis for non-productive systems,ERP Basis for non-productive systems,Gold,SAP_Platform_Services,5286a89b1bf174d0b1817448cd4bcb4a,2026-01-10T10:01:25.000+00:00,Depends on::Used by,byde223e6jc,IT_INFRA_CLS_UNIFIED-L1_OPS,Installed,Not VOPs enabled,2026-03-07T04:49:00.000+00:00,SG-TaniumSN,null,IT_AO_ITSM_SA20-ChangeManagement-TLSME_Approver,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Operational,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,Microsoft Azure Virtual Machine,Classical Compute (Compute & Storage),Linux Server,2b884443-77f4-4297-bed0-183cc74c3890,6b209df8-8d27-4276-b06f-a823be8252f9,1,GenuineIntel,Supportive,320,Supportive,null,null,DE,SDC3CI00047526,No Service Pack found,63887,0000-0003-1368-3219-7029-5445-99,null,Managed virtual OS SA2 DR1,no data,Protected,Managed virtual OS SA2 DR1,10.31.162.26,PUBLIC CLOUD VM INSTANCE. REFER TO CI RE,byde223e6jc.bayer.cnb,Public Cloud,TRUE,Patch-WK3_NonProd_Batch-6_Mon,4ab1237d1b680d9c2fac20a6bb4bcb95,2026-03-07T07:29:03.000+00:00,BYDE223E6JC,IT_INFRA_CLS_UNIFIED-L1_OPS,Production,Installed,On,2026-03-01T05:52:52.000+00:00,SG-Azure,IT_INFRA_CLS_UNIFIED-L1_OPS,null,IT_INFRA_CLS_UNIFIED-L1_OPS,Operational,Supportive,1125,6,null,null,8,null,65536,null,null,Protected,null,,,Not VOPs enabled,a9fa678f97fce590dea1f580f053af3a,2026-03-03T21:09:39.000+00:00
SAP Solution Manager (OJ2) - Dev - (JJ1),IT_AO_SAP_Platform_Services_CoreBASIS_Ops,Development,Installed,Not VOPs enabled,BEAT04010051,null,IT_AO_SAP_Platform_Services_CoreBASIS_Ops,IT_AO_SAP_Platform_Services_CoreBASIS_Ops,Non-Operational,Mapped Application Service,Supportive,null,null,DE/xxx_LEV,SDC4ASNSVC0001835,4b245248212addf5a990173dcd7316d92a642b88,ERP Basis for non-productive systems,ERP Basis for non-productive systems,Gold,SAP_Platform_Services,5286a89b1bf174d0b1817448cd4bcb4a,2026-01-10T10:01:25.000+00:00,Depends on::Used by,byde223cwql,CSDM-Management,Installed,Not VOPs enabled,2026-03-07T06:49:30.000+00:00,SG-TaniumSN,null,IT_AO_ITSM_SA20-ChangeManagement-TLSME_Approver,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Operational,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,Microsoft Azure Virtual Machine,Classical Compute (Compute & Storage),Linux Server,9024c1ee-dd6a-4d01-af84-e69266a9a37c,6b209df8-8d27-4276-b06f-a823be8252f9,1,GenuineIntel,Supportive,64,Supportive,null,null,DE/FFM,BYRMSP00109291,No Service Pack found,63887,0000-0010-3866-3987-2284-3148-81,null,Managed virtual OS SA2 DR1,no data,Protected,Managed virtual OS SA2 DR1,10.31.160.22,"ApplicationID: BEAT04010051, TaskID: c56",BYDE223CWQL.bayer.cnb,Public Cloud,TRUE,Patch-WK3_NonProd_Batch-10_Fri,b4e163e397af31d0b14df3c3f153af56,2026-03-07T11:00:16.000+00:00,BYDE223CWQL,IT_INFRA_CLS_UNIFIED-L1_OPS,Production,Installed,On,2026-03-01T05:52:52.000+00:00,SG-Azure,IT_INFRA_CLS_UNIFIED-L1_OPS,null,IT_INFRA_CLS_UNIFIED-L1_OPS,Operational,Supportive,364,2,null,null,8,null,65536,null,null,Protected,null,,,Not VOPs enabled,d6b0ef2f976f31d0b14df3c3f153af29,2026-03-03T21:10:50.000+00:00
SAP Solution Manager (OJ2) - Dev - (JJ1),IT_AO_SAP_Platform_Services_CoreBASIS_Ops,Development,Installed,Not VOPs enabled,BEAT04010051,null,IT_AO_SAP_Platform_Services_CoreBASIS_Ops,IT_AO_SAP_Platform_Services_CoreBASIS_Ops,Non-Operational,Mapped Application Service,Supportive,null,null,DE/xxx_LEV,SDC4ASNSVC0001835,4b245248212addf5a990173dcd7316d92a642b88,ERP Basis for non-productive systems,ERP Basis for non-productive systems,Gold,SAP_Platform_Services,5286a89b1bf174d0b1817448cd4bcb4a,2026-01-10T10:01:25.000+00:00,Depends on::Used by,byde223r17n,IT_INFRA_CLS_UNIFIED-L1_OPS,Installed,Not VOPs enabled,2026-03-07T06:09:59.000+00:00,SG-TaniumSN,null,IT_AO_ITSM_SA20-ChangeManagement-TLSME_Approver,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Operational,Suse Linux Enterprise Server 15 Sp6,15.6,Microsoft Azure Virtual Machine,Classical Compute (Compute & Storage),Linux Server,1092fe40-f3c4-46ff-b181-55b8a87b745c,6b209df8-8d27-4276-b06f-a823be8252f9,1,GenuineIntel,Supportive,94,Supportive,null,null,DE,SDC3CI00047527,No Service Pack found,160973,0000-0001-1942-9640-6127-6915-19,null,Managed virtual OS SA2 DR1,no data,Protected,Managed virtual OS SA2 DR1,10.31.162.27,PUBLIC CLOUD VM INSTANCE. REFER TO CI RE,BYDE223R17N.bayer.cnb,Public Cloud,TRUE,Patch-WK3_NonProd_Batch-6_Mon,8bb1637d1b680d9c2fac20a6bb4bcb1b,2026-03-07T07:29:11.000+00:00,BYDE223R17N,IT_INFRA_CLS_UNIFIED-L1_OPS,Production,Installed,On,2026-03-01T05:52:52.000+00:00,SG-Azure,IT_INFRA_CLS_UNIFIED-L1_OPS,null,IT_INFRA_CLS_UNIFIED-L1_OPS,Operational,Supportive,1917,10,null,null,64,null,442368,VMware Virtual Platform,null,Protected,null,,,Not VOPs enabled,f1fa678f97fce590dea1f580f053afda,2026-03-03T21:11:34.000+00:00
TrialTool SVN-TEST/DEV,IT_AO_CS_RD_Ops,Test,Installed,Not VOPs enabled,BEAT01119242,null,IT_AO_ITSM_SA23-ChangeMgmt_InternalCAB_Approver,IT_AO_ITSM_SA23-CMDB-SACM_Approver,Non-Operational,Mapped Application Service,Supportive,Not relevant,Not relevant,null,BYRCMO010668018,5587c395316e75f60a02158387e2bfb35102d3fd,Application Operations Bronze Cognizant,Application Operations Bronze Cognizant,Bronze,CS-NONPROD,abfe35e31bb43454b1817448cd4bcb4d,2026-02-19T13:23:10.000+00:00,Depends on::Used by,byde2793bkl,IT_INFRA_CLS_UNIFIED-L1_OPS,Installed,Not VOPs enabled,2026-03-07T05:49:03.000+00:00,SG-TaniumSN,null,IT_AO_ITSM_SA20-ChangeManagement-TLSME_Approver,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Operational,Windows Server 2019 Standard,10.0.17763,VMware VMware Virtual Platform,Classical Compute (Compute & Storage),Windows Server,Endpoint does not appear to host a local metadata service,Endpoint does not appear to host a local metadata service,2,GenuineIntel,Supportive,1080,Supportive,Not relevant,Not relevant,DE/AVS,BYRSI22115440,No Service Pack found,24576,VMware-42 1e d2 9b 1a e9 ed b2-bc d7 23 79 88 77 fd 99,null,Managed virtual OS SA2 DR1,no data,Enterprise,Managed virtual OS SA2 DR1,10.30.88.206,"ApplicationID: BEAT01119242, TaskID: SCTASK14586253",byde2793bkl.bayer.cnb,Private Cloud AVS,TRUE,Patch-WK1_NonProd_Batch-2_Thr,45868442c3e43958aadc14c4e401319e,2026-03-07T07:27:17.000+00:00,BYDE2793BKL,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Installed,On,2026-03-07T01:01:37.000+00:00,ServiceNow,IT_INFRA_CLS_UNIFIED-L1_OPS,null,IT_INFRA_CLS_UNIFIED-L1_OPS,Operational,Supportive,1480,3,Not relevant,Not relevant,2,null,24576,null,null,Enterprise,null,,,Not VOPs enabled,8f89650087ee21583ba50d0c8bbb35eb,2026-03-07T01:04:27.000+00:00
TrialTool SVN-TEST/DEV,IT_AO_CS_RD_Ops,Test,Installed,Not VOPs enabled,BEAT01119242,null,IT_AO_ITSM_SA23-ChangeMgmt_InternalCAB_Approver,IT_AO_ITSM_SA23-CMDB-SACM_Approver,Non-Operational,Mapped Application Service,Supportive,Not relevant,Not relevant,null,BYRCMO010668018,5587c395316e75f60a02158387e2bfb35102d3fd,Application Operations Bronze Cognizant,Application Operations Bronze Cognizant,Bronze,CS-NONPROD,abfe35e31bb43454b1817448cd4bcb4d,2026-02-19T13:23:10.000+00:00,Depends on::Used by,byde279jl2f,IT_INFRA_CLS_UNIFIED-L1_OPS,Installed,Not VOPs enabled,2026-03-07T05:49:12.000+00:00,SG-TaniumSN,null,IT_AO_ITSM_SA20-ChangeManagement-TLSME_Approver,IT_INFRA_CLS_UNIFIED-L1_OPS,Development,Operational,Windows Server 2019 Standard,10.0.17763,VMware VMware Virtual Platform,Classical Compute (Compute & Storage),Windows Server,Endpoint does not appear to host a local metadata service,Endpoint does not appear to host a local metadata service,2,GenuineIntel,Supportive,0,Supportive,Not relevant,Not relevant,DE/AVS,BYRMSP00081331,No Service Pack found,24576,VMware-42 1e 31 c5 ce e9 be 65-d1 aa 0f ee b3 36 1c 0a,null,Managed virtual OS SA2 DR1,no data,Protected,Managed virtual OS SA2 DR1,10.30.143.245,"APPLICATIONID BEAT01119242, TASKID SCTASK14494238",BYDE279JL2F.bayer.cnb,Private Cloud AVS,TRUE,Patch-WK3_NonProd_Batch-2_Thr,ba75e2391b46255073957739cd4bcb89,2026-03-07T07:28:18.000+00:00,null,null,null,null,null,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,Not VOPs enabled,null,-
